date,session_key,position,driver_number,meeting_key
2026-09-04T10:41:56.656000+00:00,11354,15,18,1293
2026-09-04T10:41:56.656000+00:00,11354,19,25,1293
2026-09-04T10:41:56.656000+00:00,11354,12,27,1293
2026-09-04T10:41:56.656000+00:00,11354,16,31,1293
2026-09-04T10:41:56.656000+00:00,11354,17,36,1293
2026-09-04T10:41:56.656000+00:00,11354,14,77,1293
2026-09-04T10:41:56.656000+00:00,11354,13,87,1293
2026-09-04T10:42:12.959000+00:00,11354,6,1,1293
2026-09-04T10:42:12.959000+00:00,11354,5,12,1293
2026-09-04T10:42:12.959000+00:00,11354,4,16,1293
2026-09-04T10:42:12.959000+00:00,11354,9,22,1293
2026-09-04T10:42:12.959000+00:00,11354,2,30,1293
2026-09-04T10:42:12.959000+00:00,11354,8,41,1293
2026-09-04T10:42:12.959000+00:00,11354,10,43,1293
2026-09-04T10:42:12.959000+00:00,11354,1,44,1293
2026-09-04T10:42:12.959000+00:00,11354,7,63,1293
2026-09-04T10:42:12.959000+00:00,11354,3,81,1293
2026-09-04T10:42:49.235000+00:00,11354,10,22,1293
2026-09-04T10:42:49.235000+00:00,11354,9,41,1293
